"('job_Name',)","('job_Wage',)","('job_AverWage',)","('company_Name',)","('company_Nature',)","('company_Scale',)","('company_Address',)","('company_Distance',)","('company_Duration',)","('company_Traffic',)","('job_PeopleNum',)","('job_Issue',)","('job_Article',)","('job_Link',)"
（地产板块）计划运营副经理/主管,10000-14999/月,12499.5,蓝润地产股份有限公司,民营公司,500-1000人,锦江区红星路3段1号国际金融中心1号办公楼39楼,1353,920,公共交通,1人 | 学历不限 | 工作经验不限,2016-12-25,"
						1、协助建立规范、高效的运营管理体系并优化完善；
2、制定公司运营指标、年度经营计划，推动并确保营业指标的顺利完成；
3、对集团各部门、各子公司的月度、季度、年度经营计划进行初审后提交上级 审核，确保计划严密，并符合集团总的经营目标；
4、跟进集团各单位计划的完成情况，对偏离计划的情况提前预警；
5、参与集团各单位的月底及年度总结计划会议，对各单位计划的达成情况进行 考核及汇总，并在规定时间内将经过有效审批的文件交到集团人力资源部作 为绩效考核的依据；
6、协助上级定期组织月度、季度、年度计划总结会议，对计划考核过程中存在 的问题分析解决，并形成知识成果；
7、协助",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=76560012
运营督导,15000-19999/月,17499.5,成都乐居华庭装饰工程有限公司,民营公司,150-500人,成都市青羊区顺城大街308号冠城大厦,3581,1711,公共交通,1人 | 大专 | 3-4年工作经验,2016-12-25,"
						1、负责开设分公司前期准备工作、信息收集，包括：选址、市场调研等相关工作；
2、及时了解并收集同行运营动态，分析公司战略的实施情况；
3、协助新公司团队组建；
4、负责战略实施的监控，分公司开设后（半年内）运营工作的监督、执行；
5、总部战略计划的执行、监管及相关信息的汇总、反馈。
6、协助领导完成其他事宜。

岗位要求：

1、大专及以上学历，家装行业验营销、设计管理相关经验两年以上；
2、能适应出差及短期外驻。
待遇：底薪+绩效+高额提成+补贴+其他福利

面试地址：锦江区时代8号2602						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=79700764
网络运营总监,40000-60000/月,50000,成都市小蜗置家科技有限责任公司,民营公司,500-1000人,四川省成都市青羊区八宝街15-17号,4438,2028,公共交通,1人 | 大专 | 8-9年工作经验,2016-12-26,"
						1、根据公司的品牌定位，制定相应的线上推广方案；
2、负责公司产品的投放、运营和维护；
3、负责相关渠道数据统计的规划、执行、监控和分析，用户意见汇总、反馈并及时调整推广策略，优化新客户转化，提高运营效率与效果，提高公司品牌知名度，建立企业良好信誉度；
4、根据数据分析和用户反馈，制定和提供产品改善策略，并与产品研发部门沟通，优化产品体验，提高用户的留存率和重复使用频率；
5、搭建线上的推广渠道，宣传扩大企业品牌，在行业内、客户群体中以及监管机构间树立良好的企业形象，并形成一定的影响力；
6、配合合作渠道进行运营推广、内容更新及各种活动策划及上线发布跟进；
7、维护",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82064718
运营主管,5000-8000/月,6500,四川阳光飞扬教育发展有限公司,民营公司,150-500人,高新区环球中心w2-1736,14368,3315,公共交通,10人 | 大专 | 1年工作经验,2016-12-25,"
						岗位职责：
1、在招生经理领导下，组织并带领课程顾问，为学校专门招收试读班学员；
2、协助运营总监负责校区运营工作。
任职要求：
大专以上学历，热爱教育行业，性格开朗，沟通能力强，具备较强的抗压能力，适应出差。
薪资构成：
底薪+高额提成+补助+奖金+社保+带薪寒暑假+员工旅游。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84061833
广告媒体运营总监,10000-14999/月,12499.5,千微（杭州）科技有限公司成都分公司,民营公司,5000-10000人,高新区新希望国际b座,16003,3006,公共交通,1人 | 本科 | 工作经验不限,2016-12-26,"
						岗位职责 ：
1、负责健全公司内部管理制度及经营发展战略目标；
2、负责公司线上线下的媒体合作维护，有资深的媒体资源 、
2、公与相关媒体保持良好关系，负责公司对外的品牌宣传、推广管理；
4、组织有关企业自身和相关合作伙伴有关的媒体推广活动工作；

任职资格 ：
1、本科以上学历，公关、新闻等相关专业优先；
2、有3年以上广告公司CEO管理经验，有广告公司创业经历优先；
3、性格开朗，具有良好沟通能力和团队合作精神，工作认真负责、细心、刻苦耐劳；
4、有良好的口头表达能力和逻辑思维能力，具备良好的媒体资源协调能力；
5、具备较好的文字撰写能力，熟悉媒体，了解媒体运作规律。

简",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84425241
运营经理,6000-7999/月,6999.5,四川大光明眼镜有限公司,民营公司,150-500人,锦江区春熙路北段45号,1559,1085,公共交通,1人 | 大专 | 3-4年工作经验,2016-12-25,"
						岗位职责：
1、参与制定公司战略规划及年度经营计划，根据公司战略重点对行业进行调研、分析，提供行业分析报告；
2、实施对消费数据、商品数据、客户数据进行分析，定期收集竞争对手经营数据，并进行对标分析，提交分析报告，为公司战略决策研究提供支持；
3、负责收集、整理公司经营数据编写公司经营活动分析报告，组织公司经营活动分析会，并对经营过程中存在的风险提出预警，带领部门达成业绩指标；
4、负责调研集团化业务流程与管理现状，识别业务单元经营管理中存在的关键问题，对部门人员进行培训，提升部门成员协作、管理能力；
5、参与公司经营计划及年度KPI考核方案的制订、业绩评审；
6、负责公司重大",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84424836
产品运营总监,8000-9999/月,8999.5,四川亨宜德汽车零部件有限责任公司,民营公司,150-500人,高新区天府新谷10号楼15层2号,12767,3174,公共交通,1人 | 大专 | 3-4年工作经验,2016-12-26,"
						岗位职责：
1、根据公司产品整体规划及市场发展战略目标，制定与实施市场推广计划与产品计划；
2、整合市场营销、产品研发等资源，完成公司营销推广项目的整体策划创意、设计与提报；
3、负责现有市场分析和预测，分析客户需求，从客户角度挖掘产品卖点，与产品研发部门紧密配合，打造具有竞争力的产品；
4、利用各种渠道进行公司品牌、产品的推广，负责各类宣传、推广材料的组织与整理；
5、制定新产品入市场的切入点，前期准备工作，运作过程，及注意事项等具体实操方案；
6、组织建立公司产品资料库，对各类产品的主要品牌进行跟踪分析，如产品定位、宣传策略、分销渠道等。
任职要求：
1、大专及以上学历，3",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83431959
运营部部长,10000-14999/月,12499.5,成都双楠医院,民营公司,500-1000人,武侯区红牌楼路399号,10257,2892,公共交通,1人 | 大专 | 5-7年工作经验,2016-12-26,"
						招聘要去
1、具有管理、财经、信息、医学或其他相关专业大专以上者；
2、热爱医院管理工作，有主动管理意识和较好的培养潜质；
3、熟悉常用的管理工具和方法，具有一定的医院管理实战经验者优先；
4、具有很好的执行力和亲和力，具有较强的组织、协调和沟通能力；
5、有从事二甲综合医院管理工作经历者优先。
岗位说明
 1、协助临床科室负责人进行科室日常管理；2、熟悉科室运营状况，定期进行科室运营分析，持续改进科室运营质效；3、负责临床科室资源配置评估及论证；4、负责科室运营过程中跨部门、跨科室的沟通与协调；5、负责医院运营创新项目的方案拟定、数据分析及实施推进；6、协助完成科室成本核算与",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=78058388
运营商客户经理,4000-8000/月,6000,四川创立信息科技有限责任公司,国企,500-1000人,高新区神仙树北路18号,8088,2996,公共交通,若干人 | 本科 | 工作经验不限,2016-12-26,"
						1.配合市场中心主任完成公司下达的销售目标;
2.维系公司已有的行业客户关系，发掘新的行业目标客户，建立行业客户渠道。
3.完成所负责区域的市场调查与市场分析；
4.牵头组织项目解决方案、商务谈判及竞标工作；
5.负责与客户及项目组多方的沟通协调。

岗位要求：
1.本科及以上学历；
2.熟悉电信运营商，2年以上IT行业的营销经验；
3.有良好的沟通协调能力及团队合作精神；
4.很强的业务谈判技巧及卓越的市场开拓能力；分析及解决问题的能力强；
5.有责任感及敬业精神，能够承受一定的工作压力。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=78940203
网络运营,6000-7999/月,6999.5,深圳川港珠宝有限公司,民营公司,1000-5000人,成都市梨花街名望大厦726室,3975,1734,公共交通,1人 | 本科 | 工作经验不限,2016-12-26,"
						任职要求：
 1.3年以上网络营销经验，2年团队管理经验：
 2. 熟悉网站运作和推广的各种方式；
 3. 优秀的学习能力，能在短时间内了解行业情况、项目定位、目标客户，并制定精准有效的推广方案；
 4. 工作细致高效，责任心强，具有团队合作精神；						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=79807792
计划运营主管,,,万腾实业集团有限公司,民营公司,500-1000人,成都市航空路1号国航世纪中心B幢22F,8185,2069,公共交通,1人 | 本科 | 5-7年工作经验,2016-12-26,"
						一、根据集团组织管理体系，协助开展集团运营管理体系建设：
1、协助运营经理，开展运营管理体系的构建与研究
2、协助运营经理，开展运营管理制度、流程、标准评审
3、指导集团各单位对运营管理制度、流程、标准的理解与执行
4、监督运营管理体系实际开展，进行成效评价
二、根据集团战略，组织实施集团各单位《经营管理规划》制定与分解
1、解读集团战略，完成《集团经营管理规划纲要》
2、根据经营管理规划纲要，组织集团各单位完成《年度经营管理规划》编制与报审
3、据各单位经营管理规划，协助组织实施《年度KPI目标责任书》制定与报审
三、经营管理工作协调
1、收集、汇总、分析",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84315695
